year,state_fips,state_name,state_abbr,population
1907,10,Delaware,DE,197000
1908,10,Delaware,DE,199000
1909,10,Delaware,DE,201000
1910,10,Delaware,DE,203000
1911,10,Delaware,DE,207000
1912,10,Delaware,DE,209000
1913,10,Delaware,DE,213000
1914,10,Delaware,DE,216000
1915,10,Delaware,DE,217000
1916,10,Delaware,DE,219000
1917,10,Delaware,DE,222000
1918,10,Delaware,DE,220000
1919,10,Delaware,DE,221000
1920,10,Delaware,DE,219000
1921,10,Delaware,DE,216000
1922,10,Delaware,DE,214000
1923,10,Delaware,DE,215000
1924,10,Delaware,DE,219000
1925,10,Delaware,DE,222000
1926,10,Delaware,DE,225000
1927,10,Delaware,DE,229000
1928,10,Delaware,DE,233000
1929,10,Delaware,DE,236000
1930,10,Delaware,DE,239000
1931,10,Delaware,DE,242000
1932,10,Delaware,DE,245000
1933,10,Delaware,DE,248000
1934,10,Delaware,DE,250000
1935,10,Delaware,DE,252000
1936,10,Delaware,DE,253000
1937,10,Delaware,DE,254000
1938,10,Delaware,DE,257000
1939,10,Delaware,DE,263000
1940,10,Delaware,DE,269000
1941,10,Delaware,DE,275000
1942,10,Delaware,DE,279000
1943,10,Delaware,DE,282000
1944,10,Delaware,DE,285000
1945,10,Delaware,DE,286000
1946,10,Delaware,DE,299000
1947,10,Delaware,DE,305000
1948,10,Delaware,DE,312000
1949,10,Delaware,DE,316000
1950,10,Delaware,DE,321000
1951,10,Delaware,DE,331000
1952,10,Delaware,DE,341000
1953,10,Delaware,DE,351000
1954,10,Delaware,DE,368000
1955,10,Delaware,DE,389000
1956,10,Delaware,DE,408000
1957,10,Delaware,DE,426000
1958,10,Delaware,DE,433000
1959,10,Delaware,DE,441000
1960,10,Delaware,DE,449000
1961,10,Delaware,DE,461000
1962,10,Delaware,DE,469000
1963,10,Delaware,DE,483000
1964,10,Delaware,DE,497000
1965,10,Delaware,DE,507000
1966,10,Delaware,DE,516000
1967,10,Delaware,DE,525000
1968,10,Delaware,DE,534000
1969,10,Delaware,DE,540000
1970,10,Delaware,DE,551509
1971,10,Delaware,DE,565207
1972,10,Delaware,DE,573824
1973,10,Delaware,DE,579100
1974,10,Delaware,DE,583149
1975,10,Delaware,DE,588737
1976,10,Delaware,DE,592753
1977,10,Delaware,DE,594815
1978,10,Delaware,DE,598183
1979,10,Delaware,DE,598823
1980,10,Delaware,DE,594338
1981,10,Delaware,DE,595975
1982,10,Delaware,DE,599148
1983,10,Delaware,DE,605458
1984,10,Delaware,DE,611565
1985,10,Delaware,DE,618280
1986,10,Delaware,DE,627559
1987,10,Delaware,DE,636947
1988,10,Delaware,DE,647622
1989,10,Delaware,DE,658273
1990,10,Delaware,DE,669063
1991,10,Delaware,DE,680495
1992,10,Delaware,DE,690158
1993,10,Delaware,DE,699475
1994,10,Delaware,DE,708416
1995,10,Delaware,DE,718265
1996,10,Delaware,DE,727090
1997,10,Delaware,DE,735024
1998,10,Delaware,DE,744066
1999,10,Delaware,DE,753538
2000,10,Delaware,DE,786373
2001,10,Delaware,DE,795699
2002,10,Delaware,DE,806169
2003,10,Delaware,DE,818003
2004,10,Delaware,DE,830803
2005,10,Delaware,DE,845150
2006,10,Delaware,DE,859268
2007,10,Delaware,DE,871749
2008,10,Delaware,DE,883874
2009,10,Delaware,DE,891730
2010,10,Delaware,DE,899647
2011,10,Delaware,DE,907590
2012,10,Delaware,DE,915518
2013,10,Delaware,DE,924062
2014,10,Delaware,DE,933131
2015,10,Delaware,DE,942065
2016,10,Delaware,DE,949989
2017,10,Delaware,DE,957942
2018,10,Delaware,DE,966985
2019,10,Delaware,DE,976668
2020,10,Delaware,DE,991928
2021,10,Delaware,DE,1005062
2022,10,Delaware,DE,1020625
2023,10,Delaware,DE,1036423
2024,10,Delaware,DE,1051917
1900,11,District of Columbia,DC,278000
1901,11,District of Columbia,DC,285000
1902,11,District of Columbia,DC,290000
1903,11,District of Columbia,DC,295000
1904,11,District of Columbia,DC,302000
1905,11,District of Columbia,DC,308000
1906,11,District of Columbia,DC,313000
1907,11,District of Columbia,DC,317000
1908,11,District of Columbia,DC,321000
1909,11,District of Columbia,DC,327000
1910,11,District of Columbia,DC,334000
1911,11,District of Columbia,DC,344000
1912,11,District of Columbia,DC,340000
1913,11,District of Columbia,DC,358000
1914,11,District of Columbia,DC,368000
1915,11,District of Columbia,DC,361000
1916,11,District of Columbia,DC,360000
1917,11,District of Columbia,DC,385000
1918,11,District of Columbia,DC,418000
1919,11,District of Columbia,DC,445000
1920,11,District of Columbia,DC,440000
1921,11,District of Columbia,DC,446000
1922,11,District of Columbia,DC,450000
1923,11,District of Columbia,DC,453000
1924,11,District of Columbia,DC,456000
1925,11,District of Columbia,DC,461000
1926,11,District of Columbia,DC,469000
1927,11,District of Columbia,DC,476000
1928,11,District of Columbia,DC,479000
1929,11,District of Columbia,DC,483000
1930,11,District of Columbia,DC,488000
1931,11,District of Columbia,DC,504000
1932,11,District of Columbia,DC,513000
1933,11,District of Columbia,DC,529000
1934,11,District of Columbia,DC,568000
1935,11,District of Columbia,DC,608000
1936,11,District of Columbia,DC,629000
1937,11,District of Columbia,DC,616000
1938,11,District of Columbia,DC,638000
1939,11,District of Columbia,DC,658000
1940,11,District of Columbia,DC,690000
1941,11,District of Columbia,DC,764000
1942,11,District of Columbia,DC,851000
1943,11,District of Columbia,DC,900000
1944,11,District of Columbia,DC,881000
1945,11,District of Columbia,DC,876000
1946,11,District of Columbia,DC,899000
1947,11,District of Columbia,DC,888000
1948,11,District of Columbia,DC,840000
1949,11,District of Columbia,DC,807000
1950,11,District of Columbia,DC,806000
1951,11,District of Columbia,DC,808000
1952,11,District of Columbia,DC,805000
1953,11,District of Columbia,DC,810000
1954,11,District of Columbia,DC,791000
1955,11,District of Columbia,DC,785000
1956,11,District of Columbia,DC,759000
1957,11,District of Columbia,DC,763000
1958,11,District of Columbia,DC,757000
1959,11,District of Columbia,DC,761000
1960,11,District of Columbia,DC,765000
1961,11,District of Columbia,DC,778000
1962,11,District of Columbia,DC,788000
1963,11,District of Columbia,DC,798000
1964,11,District of Columbia,DC,798000
1965,11,District of Columbia,DC,797000
1966,11,District of Columbia,DC,791000
1967,11,District of Columbia,DC,791000
1968,11,District of Columbia,DC,778000
1969,11,District of Columbia,DC,762000
1970,11,District of Columbia,DC,755466
1971,11,District of Columbia,DC,750641
1972,11,District of Columbia,DC,743778
1973,11,District of Columbia,DC,733677
1974,11,District of Columbia,DC,720758
1975,11,District of Columbia,DC,710304
1976,11,District of Columbia,DC,696305
1977,11,District of Columbia,DC,681766
1978,11,District of Columbia,DC,670045
1979,11,District of Columbia,DC,655620
1980,11,District of Columbia,DC,638333
1981,11,District of Columbia,DC,636893
1982,11,District of Columbia,DC,634174
1983,11,District of Columbia,DC,632433
1984,11,District of Columbia,DC,633382
1985,11,District of Columbia,DC,634549
1986,11,District of Columbia,DC,638269
1987,11,District of Columbia,DC,636930
1988,11,District of Columbia,DC,630432
1989,11,District of Columbia,DC,624168
1990,11,District of Columbia,DC,603814
1991,11,District of Columbia,DC,593239
1992,11,District of Columbia,DC,584183
1993,11,District of Columbia,DC,576358
1994,11,District of Columbia,DC,564982
1995,11,District of Columbia,DC,551273
1996,11,District of Columbia,DC,538273
1997,11,District of Columbia,DC,528752
1998,11,District of Columbia,DC,521426
1999,11,District of Columbia,DC,519000
2000,11,District of Columbia,DC,572046
2001,11,District of Columbia,DC,574504
2002,11,District of Columbia,DC,573158
2003,11,District of Columbia,DC,568502
2004,11,District of Columbia,DC,567754
2005,11,District of Columbia,DC,567136
2006,11,District of Columbia,DC,570681
2007,11,District of Columbia,DC,574404
2008,11,District of Columbia,DC,580236
2009,11,District of Columbia,DC,592228
2010,11,District of Columbia,DC,605282
2011,11,District of Columbia,DC,620290
2012,11,District of Columbia,DC,635737
2013,11,District of Columbia,DC,651559
2014,11,District of Columbia,DC,663603
2015,11,District of Columbia,DC,677014
2016,11,District of Columbia,DC,687576
2017,11,District of Columbia,DC,697079
2018,11,District of Columbia,DC,704147
2019,11,District of Columbia,DC,708253
2020,11,District of Columbia,DC,670917
2021,11,District of Columbia,DC,669256
2022,11,District of Columbia,DC,676725
2023,11,District of Columbia,DC,687324
2024,11,District of Columbia,DC,702250
1900,12,Florida,FL,530000
1901,12,Florida,FL,544000
1902,12,Florida,FL,565000
1903,12,Florida,FL,587000
1904,12,Florida,FL,599000
1905,12,Florida,FL,615000
1906,12,Florida,FL,628000
1907,12,Florida,FL,645000
1908,12,Florida,FL,684000
1909,12,Florida,FL,724000
1910,12,Florida,FL,756000
1911,12,Florida,FL,773000
1912,12,Florida,FL,801000
1913,12,Florida,FL,828000
1914,12,Florida,FL,871000
1915,12,Florida,FL,922000
1916,12,Florida,FL,924000
1917,12,Florida,FL,895000
1918,12,Florida,FL,865000
1919,12,Florida,FL,898000
1920,12,Florida,FL,962000
1921,12,Florida,FL,997000
1922,12,Florida,FL,1044000
1923,12,Florida,FL,1097000
1924,12,Florida,FL,1160000
1925,12,Florida,FL,1264000
1926,12,Florida,FL,1368000
1927,12,Florida,FL,1418000
1928,12,Florida,FL,1433000
1929,12,Florida,FL,1445000
1930,12,Florida,FL,1471000
1931,12,Florida,FL,1493000
1932,12,Florida,FL,1521000
1933,12,Florida,FL,1552000
1934,12,Florida,FL,1585000
1935,12,Florida,FL,1613000
1936,12,Florida,FL,1651000
1937,12,Florida,FL,1709000
1938,12,Florida,FL,1771000
1939,12,Florida,FL,1836000
1940,12,Florida,FL,1915000
1941,12,Florida,FL,2017000
1942,12,Florida,FL,2151000
1943,12,Florida,FL,2451000
1944,12,Florida,FL,2420000
1945,12,Florida,FL,2465000
1946,12,Florida,FL,2440000
1947,12,Florida,FL,2528000
1948,12,Florida,FL,2578000
1949,12,Florida,FL,2668000
1950,12,Florida,FL,2810000
1951,12,Florida,FL,2980000
1952,12,Florida,FL,3157000
1953,12,Florida,FL,3310000
1954,12,Florida,FL,3505000
1955,12,Florida,FL,3747000
1956,12,Florida,FL,4047000
1957,12,Florida,FL,4372000
1958,12,Florida,FL,4630000
1959,12,Florida,FL,4808000
1960,12,Florida,FL,5004000
1961,12,Florida,FL,5243000
1962,12,Florida,FL,5458000
1963,12,Florida,FL,5628000
1964,12,Florida,FL,5781000
1965,12,Florida,FL,5954000
1966,12,Florida,FL,6104000
1967,12,Florida,FL,6242000
1968,12,Florida,FL,6433000
1969,12,Florida,FL,6641000
1970,12,Florida,FL,6865460
1971,12,Florida,FL,7162971
1972,12,Florida,FL,7520382
1973,12,Florida,FL,7927232
1974,12,Florida,FL,8317073
1975,12,Florida,FL,8541584
1976,12,Florida,FL,8695198
1977,12,Florida,FL,8888806
1978,12,Florida,FL,9131410
1979,12,Florida,FL,9470482
1980,12,Florida,FL,9746324
1981,12,Florida,FL,10192774
1982,12,Florida,FL,10471407
1983,12,Florida,FL,10749851
1984,12,Florida,FL,11039925
1985,12,Florida,FL,11351118
1986,12,Florida,FL,11667505
1987,12,Florida,FL,11997283
1988,12,Florida,FL,12306395
1989,12,Florida,FL,12637715
1990,12,Florida,FL,13018365
1991,12,Florida,FL,13289497
1992,12,Florida,FL,13504775
1993,12,Florida,FL,13713593
1994,12,Florida,FL,13961798
1995,12,Florida,FL,14185403
1996,12,Florida,FL,14426911
1997,12,Florida,FL,14683350
1998,12,Florida,FL,14908230
1999,12,Florida,FL,15111244
2000,12,Florida,FL,16047515
2001,12,Florida,FL,16356966
2002,12,Florida,FL,16689370
2003,12,Florida,FL,17004085
2004,12,Florida,FL,17415318
2005,12,Florida,FL,17842038
2006,12,Florida,FL,18166990
2007,12,Florida,FL,18367842
2008,12,Florida,FL,18527305
2009,12,Florida,FL,18652644
2010,12,Florida,FL,18846143
2011,12,Florida,FL,19055607
2012,12,Florida,FL,19302016
2013,12,Florida,FL,19551678
2014,12,Florida,FL,19853880
2015,12,Florida,FL,20219111
2016,12,Florida,FL,20627237
2017,12,Florida,FL,20977089
2018,12,Florida,FL,21254926
2019,12,Florida,FL,21492056
2020,12,Florida,FL,21592035
2021,12,Florida,FL,21831949
2022,12,Florida,FL,22379312
2023,12,Florida,FL,22904868
2024,12,Florida,FL,23372215
1900,13,Georgia,GA,2220000
1901,13,Georgia,GA,2263000
1902,13,Georgia,GA,2305000
1903,13,Georgia,GA,2346000
1904,13,Georgia,GA,2387000
1905,13,Georgia,GA,2427000
1906,13,Georgia,GA,2466000
1907,13,Georgia,GA,2505000
1908,13,Georgia,GA,2543000
1909,13,Georgia,GA,2580000
1910,13,Georgia,GA,2618000
1911,13,Georgia,GA,2644000
1912,13,Georgia,GA,2676000
1913,13,Georgia,GA,2733000
1914,13,Georgia,GA,2776000
1915,13,Georgia,GA,2810000
1916,13,Georgia,GA,2856000
1917,13,Georgia,GA,2885000
1918,13,Georgia,GA,2941000
1919,13,Georgia,GA,2870000
1920,13,Georgia,GA,2926000
1921,13,Georgia,GA,2965000
1922,13,Georgia,GA,2965000
1923,13,Georgia,GA,2954000
1924,13,Georgia,GA,2920000
1925,13,Georgia,GA,2883000
1926,13,Georgia,GA,2869000
1927,13,Georgia,GA,2891000
1928,13,Georgia,GA,2903000
1929,13,Georgia,GA,2903000
1930,13,Georgia,GA,2910000
1931,13,Georgia,GA,2924000
1932,13,Georgia,GA,2935000
1933,13,Georgia,GA,2950000
1934,13,Georgia,GA,2964000
1935,13,Georgia,GA,2955000
1936,13,Georgia,GA,2978000
1937,13,Georgia,GA,3037000
1938,13,Georgia,GA,3091000
1939,13,Georgia,GA,3120000
1940,13,Georgia,GA,3119000
1941,13,Georgia,GA,3179000
1942,13,Georgia,GA,3209000
1943,13,Georgia,GA,3245000
1944,13,Georgia,GA,3176000
1945,13,Georgia,GA,3119000
1946,13,Georgia,GA,3242000
1947,13,Georgia,GA,3272000
1948,13,Georgia,GA,3259000
1949,13,Georgia,GA,3325000
1950,13,Georgia,GA,3458000
1951,13,Georgia,GA,3531000
1952,13,Georgia,GA,3584000
1953,13,Georgia,GA,3558000
1954,13,Georgia,GA,3602000
1955,13,Georgia,GA,3636000
1956,13,Georgia,GA,3701000
1957,13,Georgia,GA,3766000
1958,13,Georgia,GA,3804000
1959,13,Georgia,GA,3868000
1960,13,Georgia,GA,3956000
1961,13,Georgia,GA,4015000
1962,13,Georgia,GA,4086000
1963,13,Georgia,GA,4172000
1964,13,Georgia,GA,4258000
1965,13,Georgia,GA,4332000
1966,13,Georgia,GA,4379000
1967,13,Georgia,GA,4408000
1968,13,Georgia,GA,4482000
1969,13,Georgia,GA,4551000
1970,13,Georgia,GA,4611479
1971,13,Georgia,GA,4709721
1972,13,Georgia,GA,4806621
1973,13,Georgia,GA,4906450
1974,13,Georgia,GA,4994465
1975,13,Georgia,GA,5058099
1976,13,Georgia,GA,5125734
1977,13,Georgia,GA,5211306
1978,13,Georgia,GA,5285688
1979,13,Georgia,GA,5390853
1980,13,Georgia,GA,5463105
1981,13,Georgia,GA,5568345
1982,13,Georgia,GA,5649792
1983,13,Georgia,GA,5728250
1984,13,Georgia,GA,5834954
1985,13,Georgia,GA,5962661
1986,13,Georgia,GA,6084666
1987,13,Georgia,GA,6208467
1988,13,Georgia,GA,6316142
1989,13,Georgia,GA,6411099
1990,13,Georgia,GA,6506531
1991,13,Georgia,GA,6621279
1992,13,Georgia,GA,6759474
1993,13,Georgia,GA,6894092
1994,13,Georgia,GA,7045900
1995,13,Georgia,GA,7188538
1996,13,Georgia,GA,7332225
1997,13,Georgia,GA,7486094
1998,13,Georgia,GA,7636522
1999,13,Georgia,GA,7788240
2000,13,Georgia,GA,8227303
2001,13,Georgia,GA,8377038
2002,13,Georgia,GA,8508256
2003,13,Georgia,GA,8622793
2004,13,Georgia,GA,8769252
2005,13,Georgia,GA,8925922
2006,13,Georgia,GA,9155813
2007,13,Georgia,GA,9349988
2008,13,Georgia,GA,9504843
2009,13,Georgia,GA,9620846
2010,13,Georgia,GA,9712209
2011,13,Georgia,GA,9803630
2012,13,Georgia,GA,9903580
2013,13,Georgia,GA,9975592
2014,13,Georgia,GA,10071204
2015,13,Georgia,GA,10183353
2016,13,Georgia,GA,10308442
2017,13,Georgia,GA,10417031
2018,13,Georgia,GA,10519389
2019,13,Georgia,GA,10628020
2020,13,Georgia,GA,10732888
2021,13,Georgia,GA,10792060
2022,13,Georgia,GA,10931805
2023,13,Georgia,GA,11064432
2024,13,Georgia,GA,11180878
1950,15,Hawaii,HI,498000
1951,15,Hawaii,HI,514000
1952,15,Hawaii,HI,517000
1953,15,Hawaii,HI,510000
1954,15,Hawaii,HI,505000
1955,15,Hawaii,HI,539000
1956,15,Hawaii,HI,559000
1957,15,Hawaii,HI,584000
1958,15,Hawaii,HI,605000
1959,15,Hawaii,HI,622000
1960,15,Hawaii,HI,642000
1961,15,Hawaii,HI,659000
1962,15,Hawaii,HI,684000
1963,15,Hawaii,HI,682000
1964,15,Hawaii,HI,700000
1965,15,Hawaii,HI,704000
1966,15,Hawaii,HI,710000
1967,15,Hawaii,HI,723000
1968,15,Hawaii,HI,734000
1969,15,Hawaii,HI,750000
1970,15,Hawaii,HI,776177
1971,15,Hawaii,HI,801251
1972,15,Hawaii,HI,827610
1973,15,Hawaii,HI,850517
1974,15,Hawaii,HI,866560
1975,15,Hawaii,HI,884406
1976,15,Hawaii,HI,902061
1977,15,Hawaii,HI,915753
1978,15,Hawaii,HI,928804
1979,15,Hawaii,HI,950042
1980,15,Hawaii,HI,964691
1981,15,Hawaii,HI,978195
1982,15,Hawaii,HI,993780
1983,15,Hawaii,HI,1012717
1984,15,Hawaii,HI,1027922
1985,15,Hawaii,HI,1039698
1986,15,Hawaii,HI,1051762
1987,15,Hawaii,HI,1067918
1988,15,Hawaii,HI,1079828
1989,15,Hawaii,HI,1094588
1990,15,Hawaii,HI,1112703
1991,15,Hawaii,HI,1131412
1992,15,Hawaii,HI,1149926
1993,15,Hawaii,HI,1161508
1994,15,Hawaii,HI,1173903
1995,15,Hawaii,HI,1180490
1996,15,Hawaii,HI,1184434
1997,15,Hawaii,HI,1189322
1998,15,Hawaii,HI,1190472
1999,15,Hawaii,HI,1185497
2000,15,Hawaii,HI,1213519
2001,15,Hawaii,HI,1225948
2002,15,Hawaii,HI,1239613
2003,15,Hawaii,HI,1251154
2004,15,Hawaii,HI,1273569
2005,15,Hawaii,HI,1292729
2006,15,Hawaii,HI,1309731
2007,15,Hawaii,HI,1315675
2008,15,Hawaii,HI,1332213
2009,15,Hawaii,HI,1346717
2010,15,Hawaii,HI,1364004
2011,15,Hawaii,HI,1379562
2012,15,Hawaii,HI,1395199
2013,15,Hawaii,HI,1408822
2014,15,Hawaii,HI,1415335
2015,15,Hawaii,HI,1422999
2016,15,Hawaii,HI,1428885
2017,15,Hawaii,HI,1425763
2018,15,Hawaii,HI,1423102
2019,15,Hawaii,HI,1415615
2020,15,Hawaii,HI,1451252
2021,15,Hawaii,HI,1447029
2022,15,Hawaii,HI,1440359
2023,15,Hawaii,HI,1441387
2024,15,Hawaii,HI,1446146
1900,16,Idaho,ID,163000
1901,16,Idaho,ID,176000
1902,16,Idaho,ID,199000
1903,16,Idaho,ID,216000
1904,16,Idaho,ID,229000
1905,16,Idaho,ID,246000
1906,16,Idaho,ID,262000
1907,16,Idaho,ID,277000
1908,16,Idaho,ID,291000
1909,16,Idaho,ID,311000
1910,16,Idaho,ID,329000
1911,16,Idaho,ID,343000
1912,16,Idaho,ID,359000
1913,16,Idaho,ID,371000
1914,16,Idaho,ID,384000
1915,16,Idaho,ID,394000
1916,16,Idaho,ID,405000
1917,16,Idaho,ID,413000
1918,16,Idaho,ID,405000
1919,16,Idaho,ID,424000
1920,16,Idaho,ID,433000
1921,16,Idaho,ID,435000
1922,16,Idaho,ID,436000
1923,16,Idaho,ID,436000
1924,16,Idaho,ID,434000
1925,16,Idaho,ID,436000
1926,16,Idaho,ID,441000
1927,16,Idaho,ID,447000
1928,16,Idaho,ID,449000
1929,16,Idaho,ID,447000
1930,16,Idaho,ID,447000
1931,16,Idaho,ID,454000
1932,16,Idaho,ID,459000
1933,16,Idaho,ID,464000
1934,16,Idaho,ID,473000
1935,16,Idaho,ID,481000
1936,16,Idaho,ID,495000
1937,16,Idaho,ID,507000
1938,16,Idaho,ID,513000
1939,16,Idaho,ID,521000
1940,16,Idaho,ID,522000
1941,16,Idaho,ID,501000
1942,16,Idaho,ID,478000
1943,16,Idaho,ID,500000
1944,16,Idaho,ID,529000
1945,16,Idaho,ID,507000
1946,16,Idaho,ID,509000
1947,16,Idaho,ID,522000
1948,16,Idaho,ID,551000
1949,16,Idaho,ID,570000
1950,16,Idaho,ID,590000
1951,16,Idaho,ID,589000
1952,16,Idaho,ID,587000
1953,16,Idaho,ID,596000
1954,16,Idaho,ID,600000
1955,16,Idaho,ID,618000
1956,16,Idaho,ID,628000
1957,16,Idaho,ID,642000
1958,16,Idaho,ID,646000
1959,16,Idaho,ID,657000
1960,16,Idaho,ID,671000
1961,16,Idaho,ID,684000
1962,16,Idaho,ID,692000
1963,16,Idaho,ID,683000
1964,16,Idaho,ID,680000
1965,16,Idaho,ID,686000
1966,16,Idaho,ID,689000
1967,16,Idaho,ID,688000
1968,16,Idaho,ID,695000
1969,16,Idaho,ID,707000
1970,16,Idaho,ID,718147
1971,16,Idaho,ID,738856
1972,16,Idaho,ID,763315
1973,16,Idaho,ID,782142
1974,16,Idaho,ID,808043
1975,16,Idaho,ID,832061
1976,16,Idaho,ID,857076
1977,16,Idaho,ID,883539
1978,16,Idaho,ID,911042
1979,16,Idaho,ID,932725
1980,16,Idaho,ID,943935
1981,16,Idaho,ID,962204
1982,16,Idaho,ID,973721
1983,16,Idaho,ID,981869
1984,16,Idaho,ID,990839
1985,16,Idaho,ID,994051
1986,16,Idaho,ID,990224
1987,16,Idaho,ID,984997
1988,16,Idaho,ID,985664
1989,16,Idaho,ID,994416
1990,16,Idaho,ID,1011882
1991,16,Idaho,ID,1038915
1992,16,Idaho,ID,1066490
1993,16,Idaho,ID,1101204
1994,16,Idaho,ID,1135459
1995,16,Idaho,ID,1165000
1996,16,Idaho,ID,1187706
1997,16,Idaho,ID,1210638
1998,16,Idaho,ID,1230923
1999,16,Idaho,ID,1251700
2000,16,Idaho,ID,1299430
2001,16,Idaho,ID,1319962
2002,16,Idaho,ID,1340372
2003,16,Idaho,ID,1363380
2004,16,Idaho,ID,1391802
2005,16,Idaho,ID,1428241
2006,16,Idaho,ID,1468669
2007,16,Idaho,ID,1505105
2008,16,Idaho,ID,1534320
2009,16,Idaho,ID,1554439
2010,16,Idaho,ID,1570819
2011,16,Idaho,ID,1584272
2012,16,Idaho,ID,1595910
2013,16,Idaho,ID,1612053
2014,16,Idaho,ID,1632248
2015,16,Idaho,ID,1652495
2016,16,Idaho,ID,1684036
2017,16,Idaho,ID,1719745
2018,16,Idaho,ID,1752074
2019,16,Idaho,ID,1789060
2020,16,Idaho,ID,1849415
2021,16,Idaho,ID,1904848
2022,16,Idaho,ID,1944299
2023,16,Idaho,ID,1971122
2024,16,Idaho,ID,2001619
1900,17,Illinois,IL,4828000
1901,17,Illinois,IL,4914000
1902,17,Illinois,IL,4992000
1903,17,Illinois,IL,5071000
1904,17,Illinois,IL,5161000
1905,17,Illinois,IL,5241000
1906,17,Illinois,IL,5309000
1907,17,Illinois,IL,5384000
1908,17,Illinois,IL,5474000
1909,17,Illinois,IL,5567000
1910,17,Illinois,IL,5668000
1911,17,Illinois,IL,5757000
1912,17,Illinois,IL,5828000
1913,17,Illinois,IL,5961000
1914,17,Illinois,IL,6109000
1915,17,Illinois,IL,6194000
1916,17,Illinois,IL,6274000
1917,17,Illinois,IL,6313000
1918,17,Illinois,IL,6275000
1919,17,Illinois,IL,6392000
1920,17,Illinois,IL,6663000
1921,17,Illinois,IL,6858000
1922,17,Illinois,IL,6958000
1923,17,Illinois,IL,7068000
1924,17,Illinois,IL,7215000
1925,17,Illinois,IL,7306000
1926,17,Illinois,IL,7395000
1927,17,Illinois,IL,7519000
1928,17,Illinois,IL,7576000
1929,17,Illinois,IL,7606000
1930,17,Illinois,IL,7644000
1931,17,Illinois,IL,7687000
1932,17,Illinois,IL,7736000
1933,17,Illinois,IL,7768000
1934,17,Illinois,IL,7772000
1935,17,Illinois,IL,7797000
1936,17,Illinois,IL,7840000
1937,17,Illinois,IL,7857000
1938,17,Illinois,IL,7866000
1939,17,Illinois,IL,7890000
1940,17,Illinois,IL,7905000
1941,17,Illinois,IL,7995000
1942,17,Illinois,IL,8057000
1943,17,Illinois,IL,7761000
1944,17,Illinois,IL,7719000
1945,17,Illinois,IL,7601000
1946,17,Illinois,IL,8155000
1947,17,Illinois,IL,8341000
1948,17,Illinois,IL,8552000
1949,17,Illinois,IL,8670000
1950,17,Illinois,IL,8738000
1951,17,Illinois,IL,8790000
1952,17,Illinois,IL,8956000
1953,17,Illinois,IL,9065000
1954,17,Illinois,IL,9252000
1955,17,Illinois,IL,9435000
1956,17,Illinois,IL,9530000
1957,17,Illinois,IL,9668000
1958,17,Illinois,IL,9886000
1959,17,Illinois,IL,9986000
1960,17,Illinois,IL,10086000
1961,17,Illinois,IL,10130000
1962,17,Illinois,IL,10280000
1963,17,Illinois,IL,10402000
1964,17,Illinois,IL,10580000
1965,17,Illinois,IL,10693000
1966,17,Illinois,IL,10836000
1967,17,Illinois,IL,10947000
1968,17,Illinois,IL,10995000
1969,17,Illinois,IL,11039000
1970,17,Illinois,IL,11129316
1971,17,Illinois,IL,11205953
1972,17,Illinois,IL,11258208
1973,17,Illinois,IL,11260386
1974,17,Illinois,IL,11273801
1975,17,Illinois,IL,11306443
1976,17,Illinois,IL,11360331
1977,17,Illinois,IL,11406331
1978,17,Illinois,IL,11434520
1979,17,Illinois,IL,11422890
1980,17,Illinois,IL,11426518
1981,17,Illinois,IL,11443458
1982,17,Illinois,IL,11423412
1983,17,Illinois,IL,11408818
1984,17,Illinois,IL,11412132
1985,17,Illinois,IL,11399806
1986,17,Illinois,IL,11387257
1987,17,Illinois,IL,11391178
1988,17,Illinois,IL,11390183
1989,17,Illinois,IL,11409782
1990,17,Illinois,IL,11446979
1991,17,Illinois,IL,11535973
1992,17,Illinois,IL,11635197
1993,17,Illinois,IL,11725984
1994,17,Illinois,IL,11804986
1995,17,Illinois,IL,11884935
1996,17,Illinois,IL,11953003
1997,17,Illinois,IL,12011509
1998,17,Illinois,IL,12069774
1999,17,Illinois,IL,12128370
2000,17,Illinois,IL,12434161
2001,17,Illinois,IL,12488445
2002,17,Illinois,IL,12525556
2003,17,Illinois,IL,12556006
2004,17,Illinois,IL,12589773
2005,17,Illinois,IL,12609903
2006,17,Illinois,IL,12643955
2007,17,Illinois,IL,12695866
2008,17,Illinois,IL,12747038
2009,17,Illinois,IL,12796778
2010,17,Illinois,IL,12840545
2011,17,Illinois,IL,12867783
2012,17,Illinois,IL,12883029
2013,17,Illinois,IL,12895778
2014,17,Illinois,IL,12885092
2015,17,Illinois,IL,12859585
2016,17,Illinois,IL,12821709
2017,17,Illinois,IL,12779893
2018,17,Illinois,IL,12724685
2019,17,Illinois,IL,12667017
2020,17,Illinois,IL,12799088
2021,17,Illinois,IL,12700641
2022,17,Illinois,IL,12621821
2023,17,Illinois,IL,12642259
2024,17,Illinois,IL,12710158
1900,18,Indiana,IN,2518000
1901,18,Indiana,IN,2541000
1902,18,Indiana,IN,2567000
1903,18,Indiana,IN,2594000
1904,18,Indiana,IN,2614000
1905,18,Indiana,IN,2635000
1906,18,Indiana,IN,2663000
1907,18,Indiana,IN,2679000
1908,18,Indiana,IN,2677000
1909,18,Indiana,IN,2678000
1910,18,Indiana,IN,2713000
1911,18,Indiana,IN,2751000
1912,18,Indiana,IN,2785000
1913,18,Indiana,IN,2824000
1914,18,Indiana,IN,2857000
